,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202
Point_104,16.194,1.624,1.692,1.692,1.692,1.633,1.675,1.675,1.675,1.675,1.675,1.674,1.674,1.694,1.694,1.69,1.71,1.71,1.71,2.197,2.197,2.197,2.216,2.213,2.308,2.308,2.197,2.337,2.337,2.337,2.453,2.453,2.453,2.337,2.313,2.417,2.385,3.215,2.385,2.385,2.385,3.131,3.131,2.385,2.385,2.385,2.442,3.062,2.483,2.838,2.838,2.791,2.791,2.786,2.786,2.786,2.805,2.805,2.836,2.836,2.844,2.844,2.861,2.938,2.969,2.983,3.347,3.41,3.566,3.44,4.372,4.372,3.445,3.421,3.487,4.433,3.457,3.472,3.486,3.486,3.499,3.512,3.516,3.516,3.452,3.474,6.14,3.444,3.393,2.054,2.054,2.054,2.315,1.387,2.475,2.475,1.747,1.429,2.867,1.296,1.296,0.015,0.0,0.0,2.209,2.195,2.295,2.276,2.248,2.237,2.237,2.295,2.295,2.295,2.332,2.332,2.365,2.358,2.374,2.407,2.41,2.41,2.41,2.41,2.439,2.496,2.516,2.525,2.531,2.543,2.559,2.578,2.605,2.605,2.723,2.634,2.683,2.716,2.759,3.376,2.76,2.806,2.787,2.905,2.905,2.74,2.74,2.74,2.74,2.683,2.801,2.801,2.843,2.843,2.843,2.843,2.843,2.889,2.906,2.931,2.931,2.931,2.971,2.948,2.948,2.998,3.033,3.046,2.473,3.033,3.033,3.033,3.063,3.093,3.093,6.375,6.375,6.375,6.375,6.375,5.685,6.313,5.187,2.631,5.479,5.479,5.091,5.091,5.091,5.091,5.091,5.091,5.091,3.872,4.333,4.346,4.337,4.485,4.323,3.699,3.782,11.384
Point_105,9.079,1.231,1.299,1.299,1.299,1.24,1.282,1.282,1.282,1.282,1.282,1.281,1.281,1.301,1.301,1.297,1.317,1.317,1.317,1.219,1.219,1.219,1.238,1.236,1.331,1.331,1.219,1.359,1.359,1.359,1.476,1.476,1.476,1.359,1.336,1.44,1.407,1.575,1.407,1.407,1.407,1.49,1.49,1.407,1.407,1.407,1.465,1.422,1.505,1.198,1.198,1.151,1.151,1.146,1.146,1.146,1.165,1.165,1.196,1.196,1.204,1.204,1.221,1.298,1.329,1.343,1.663,1.726,1.881,1.756,2.688,2.688,1.76,1.736,1.802,2.085,1.773,1.788,1.802,1.802,1.814,1.621,1.616,1.616,1.587,1.609,4.456,1.578,1.528,0.583,0.583,0.583,0.631,1.486,1.551,1.551,0.978,1.529,2.882,1.395,1.395,1.336,1.321,1.321,0.0,0.07,0.758,0.151,0.122,0.112,0.112,0.758,0.758,0.758,0.206,0.206,0.24,0.233,0.249,0.282,0.285,0.285,0.285,0.285,0.313,0.37,0.391,0.4,0.406,0.417,0.434,0.453,0.48,0.48,0.597,0.509,0.558,0.591,0.634,1.25,0.634,0.68,0.661,1.265,1.265,0.615,0.615,0.615,0.615,0.558,0.675,0.675,0.718,0.718,0.718,0.718,0.718,0.764,0.781,0.806,0.806,0.806,0.845,0.822,0.822,0.873,0.907,0.921,0.348,0.907,0.907,0.907,0.938,0.968,0.968,4.583,4.583,4.583,4.583,4.583,4.001,4.521,3.502,0.715,3.794,3.794,3.407,3.407,3.407,3.407,3.407,3.407,3.407,2.188,2.649,2.481,2.471,2.801,2.458,1.834,1.916,10.981
Point_106,9.009,1.217,1.285,1.285,1.285,1.227,1.269,1.269,1.269,1.269,1.269,1.267,1.267,1.288,1.288,1.284,1.304,1.304,1.304,1.206,1.206,1.206,1.225,1.222,1.317,1.317,1.206,1.346,1.346,1.346,1.462,1.462,1.462,1.346,1.322,1.426,1.394,1.505,1.394,1.394,1.394,1.421,1.421,1.394,1.394,1.394,1.451,1.352,1.492,1.128,1.128,1.081,1.081,1.076,1.076,1.076,1.095,1.095,1.126,1.126,1.134,1.134,1.151,1.228,1.259,1.273,1.65,1.712,1.868,1.742,2.675,2.675,1.747,1.723,1.789,2.015,1.759,1.774,1.788,1.788,1.564,1.551,1.546,1.546,1.517,1.539,4.442,1.509,1.458,0.569,0.569,0.569,0.618,1.473,1.538,1.538,0.964,1.515,2.812,1.382,1.382,1.323,1.308,1.308,0.07,0.0,0.745,0.081,0.052,0.042,0.042,0.745,0.745,0.745,0.137,0.137,0.17,0.163,0.179,0.212,0.215,0.215,0.215,0.215,0.244,0.3,0.321,0.33,0.336,0.348,0.364,0.383,0.41,0.41,0.527,0.439,0.488,0.521,0.564,1.18,0.565,0.61,0.591,1.195,1.195,0.545,0.545,0.545,0.545,0.488,0.605,0.605,0.648,0.648,0.648,0.648,0.648,0.694,0.711,0.736,0.736,0.736,0.775,0.753,0.753,0.803,0.838,0.851,0.278,0.838,0.838,0.838,0.868,0.898,0.898,4.569,4.569,4.569,4.569,4.569,3.988,4.507,3.489,0.645,3.781,3.781,3.394,3.394,3.394,3.394,3.394,3.394,3.394,2.174,2.635,2.411,2.401,2.787,2.388,1.764,1.847,10.911
Point_107,8.931,1.357,1.425,1.425,1.425,1.367,1.408,1.408,1.408,1.408,1.408,1.407,1.407,1.427,1.427,1.423,1.443,1.443,1.443,1.345,1.345,1.345,1.364,1.362,1.51,1.51,1.345,1.539,1.539,1.539,1.655,1.655,1.655,1.539,1.515,1.619,1.586,1.427,1.586,1.586,1.586,1.343,1.343,1.586,1.586,1.586,1.644,1.274,1.684,1.05,1.05,1.003,1.003,0.998,0.998,0.998,1.017,1.017,1.048,1.048,1.057,1.057,1.073,1.15,1.181,1.195,1.605,1.667,1.823,1.698,2.63,2.63,1.702,1.678,1.744,1.937,1.491,1.513,1.499,1.499,1.486,1.473,1.469,1.469,1.439,1.462,4.397,1.431,1.38,0.709,0.709,0.709,0.757,1.612,1.677,1.677,1.104,1.655,2.734,1.521,1.521,1.462,1.448,1.448,0.209,0.14,0.0,0.116,0.083,0.098,0.098,0.0,0.0,0.0,0.06,0.06,0.092,0.085,0.101,0.134,0.137,0.137,0.137,0.137,0.166,0.223,0.243,0.252,0.258,0.27,0.286,0.305,0.332,0.332,0.45,0.361,0.41,0.443,0.486,1.103,0.487,0.533,0.514,1.117,1.117,0.467,0.467,0.467,0.467,0.41,0.528,0.528,0.57,0.57,0.57,0.57,0.57,0.616,0.633,0.658,0.658,0.658,0.698,0.675,0.675,0.725,0.76,0.773,0.2,0.76,0.76,0.76,0.79,0.82,0.82,4.525,4.525,4.525,4.525,4.525,3.943,4.463,3.444,0.568,3.736,3.736,3.349,3.349,3.349,3.349,3.349,3.349,3.349,2.13,2.59,2.333,2.324,2.742,2.311,1.687,1.769,10.833
Point_108,8.985,1.298,1.366,1.366,1.366,1.308,1.35,1.35,1.35,1.35,1.35,1.348,1.348,1.369,1.369,1.365,1.384,1.384,1.384,1.287,1.287,1.287,1.306,1.303,1.398,1.398,1.287,1.427,1.427,1.427,1.543,1.543,1.543,1.427,1.403,1.507,1.475,1.481,1.475,1.475,1.475,1.397,1.397,1.475,1.475,1.475,1.532,1.328,1.573,1.105,1.105,1.057,1.057,1.052,1.052,1.052,1.071,1.071,1.102,1.102,1.111,1.111,1.127,1.204,1.235,1.249,1.731,1.793,1.949,1.823,2.755,2.755,1.828,1.804,1.87,1.991,1.545,1.567,1.553,1.553,1.54,1.527,1.523,1.523,1.493,1.516,4.523,1.485,1.434,0.65,0.65,0.65,0.699,1.554,1.619,1.619,1.045,1.596,2.788,1.463,1.463,1.404,1.389,1.389,0.151,0.081,0.826,0.0,0.029,0.039,0.039,0.826,0.826,0.826,0.113,0.113,0.146,0.139,0.155,0.189,0.191,0.191,0.191,0.191,0.22,0.277,0.297,0.306,0.312,0.324,0.34,0.359,0.386,0.386,0.504,0.416,0.464,0.497,0.54,1.157,0.541,0.587,0.568,1.171,1.171,0.521,0.521,0.521,0.521,0.464,0.582,0.582,0.624,0.624,0.624,0.624,0.624,0.67,0.687,0.712,0.712,0.712,0.752,0.729,0.729,0.779,0.814,0.827,0.254,0.814,0.814,0.814,0.844,0.874,0.874,4.65,4.65,4.65,4.65,4.65,4.068,4.588,3.57,0.622,3.862,3.862,3.475,3.475,3.475,3.475,3.475,3.475,3.475,2.255,2.716,2.387,2.378,2.868,2.365,1.741,1.823,10.887
Point_109,8.953,1.269,1.338,1.338,1.338,1.279,1.321,1.321,1.321,1.321,1.321,1.32,1.32,1.34,1.34,1.336,1.356,1.356,1.356,1.258,1.258,1.258,1.277,1.275,1.37,1.37,1.258,1.398,1.398,1.398,1.515,1.515,1.515,1.398,1.374,1.479,1.446,1.449,1.446,1.446,1.446,1.364,1.364,1.446,1.446,1.446,1.503,1.296,1.544,1.072,1.072,1.025,1.025,1.02,1.02,1.02,1.039,1.039,1.07,1.07,1.078,1.078,1.094,1.172,1.202,1.217,1.702,1.765,1.92,1.795,2.727,2.727,1.799,1.775,1.841,1.959,1.513,1.535,1.521,1.521,1.508,1.495,1.49,1.49,1.46,1.483,4.495,1.452,1.402,0.622,0.622,0.622,0.67,1.525,1.59,1.59,1.017,1.567,2.756,1.434,1.434,1.375,1.36,1.36,0.122,0.052,0.797,0.029,0.0,0.01,0.01,0.797,0.797,0.797,0.08,0.08,0.114,0.107,0.122,0.156,0.159,0.159,0.159,0.159,0.187,0.244,0.265,0.273,0.28,0.291,0.308,0.326,0.354,0.354,0.471,0.383,0.432,0.465,0.508,1.124,0.508,0.554,0.535,1.139,1.139,0.489,0.489,0.489,0.489,0.432,0.549,0.549,0.592,0.592,0.592,0.592,0.592,0.638,0.655,0.68,0.68,0.68,0.719,0.696,0.696,0.747,0.781,0.795,0.222,0.781,0.781,0.781,0.812,0.842,0.842,4.622,4.622,4.622,4.622,4.622,4.04,4.56,3.541,0.589,3.833,3.833,3.446,3.446,3.446,3.446,3.446,3.446,3.446,2.227,2.688,2.355,2.345,2.84,2.332,1.708,1.79,10.855
Point_110,8.967,1.259,1.327,1.327,1.327,1.269,1.311,1.311,1.311,1.311,1.311,1.309,1.309,1.33,1.33,1.326,1.345,1.345,1.345,1.248,1.248,1.248,1.267,1.264,1.359,1.359,1.248,1.388,1.388,1.388,1.504,1.504,1.504,1.388,1.364,1.468,1.436,1.463,1.436,1.436,1.436,1.379,1.379,1.436,1.436,1.436,1.493,1.31,1.534,1.086,1.086,1.039,1.039,1.034,1.034,1.034,1.053,1.053,1.084,1.084,1.092,1.092,1.109,1.186,1.217,1.231,1.692,1.754,1.91,1.784,2.717,2.717,1.789,1.765,1.831,1.973,1.801,1.549,1.535,1.535,1.522,1.509,1.504,1.504,1.475,1.497,4.484,1.467,1.416,0.611,0.611,0.611,0.66,1.515,1.58,1.58,1.006,1.557,2.77,1.424,1.424,1.365,1.35,1.35,0.112,0.042,0.787,0.039,0.01,0.0,0.0,0.787,0.787,0.787,0.095,0.095,0.128,0.121,0.137,0.17,0.173,0.173,0.173,0.173,0.202,0.258,0.279,0.288,0.294,0.306,0.322,0.341,0.368,0.368,0.485,0.397,0.446,0.479,0.522,1.138,0.523,0.568,0.55,1.153,1.153,0.503,0.503,0.503,0.503,0.446,0.563,0.563,0.606,0.606,0.606,0.606,0.606,0.652,0.669,0.694,0.694,0.694,0.733,0.711,0.711,0.761,0.796,0.809,0.236,0.796,0.796,0.796,0.826,0.856,0.856,4.611,4.611,4.611,4.611,4.611,4.029,4.549,3.531,0.603,3.823,3.823,3.436,3.436,3.436,3.436,3.436,3.436,3.436,2.216,2.677,2.369,2.359,2.829,2.346,1.722,1.805,10.869
Point_111,8.967,1.259,1.327,1.327,1.327,1.269,1.311,1.311,1.311,1.311,1.311,1.309,1.309,1.33,1.33,1.326,1.345,1.345,1.345,1.248,1.248,1.248,1.267,1.264,1.359,1.359,1.248,1.388,1.388,1.388,1.504,1.504,1.504,1.388,1.364,1.468,1.436,1.463,1.436,1.436,1.436,1.379,1.379,1.436,1.436,1.436,1.493,1.31,1.534,1.086,1.086,1.039,1.039,1.034,1.034,1.034,1.053,1.053,1.084,1.084,1.092,1.092,1.109,1.186,1.217,1.231,1.692,1.754,1.91,1.784,2.717,2.717,1.789,1.765,1.831,1.973,1.801,1.549,1.535,1.535,1.522,1.509,1.504,1.504,1.475,1.497,4.484,1.467,1.416,0.611,0.611,0.611,0.66,1.515,1.58,1.58,1.006,1.557,2.77,1.424,1.424,1.365,1.35,1.35,0.112,0.042,0.787,0.039,0.01,0.0,0.0,0.787,0.787,0.787,0.095,0.095,0.128,0.121,0.137,0.17,0.173,0.173,0.173,0.173,0.202,0.258,0.279,0.288,0.294,0.306,0.322,0.341,0.368,0.368,0.485,0.397,0.446,0.479,0.522,1.138,0.523,0.568,0.55,1.153,1.153,0.503,0.503,0.503,0.503,0.446,0.563,0.563,0.606,0.606,0.606,0.606,0.606,0.652,0.669,0.694,0.694,0.694,0.733,0.711,0.711,0.761,0.796,0.809,0.236,0.796,0.796,0.796,0.826,0.856,0.856,4.611,4.611,4.611,4.611,4.611,4.029,4.549,3.531,0.603,3.823,3.823,3.436,3.436,3.436,3.436,3.436,3.436,3.436,2.216,2.677,2.369,2.359,2.829,2.346,1.722,1.805,10.869
Point_112,8.931,1.357,1.425,1.425,1.425,1.367,1.408,1.408,1.408,1.408,1.408,1.407,1.407,1.427,1.427,1.423,1.443,1.443,1.443,1.345,1.345,1.345,1.364,1.362,1.51,1.51,1.345,1.539,1.539,1.539,1.655,1.655,1.655,1.539,1.515,1.619,1.586,1.427,1.586,1.586,1.586,1.343,1.343,1.586,1.586,1.586,1.644,1.274,1.684,1.05,1.05,1.003,1.003,0.998,0.998,0.998,1.017,1.017,1.048,1.048,1.057,1.057,1.073,1.15,1.181,1.195,1.605,1.667,1.823,1.698,2.63,2.63,1.702,1.678,1.744,1.937,1.491,1.513,1.499,1.499,1.486,1.473,1.469,1.469,1.439,1.462,4.397,1.431,1.38,0.709,0.709,0.709,0.757,1.612,1.677,1.677,1.104,1.655,2.734,1.521,1.521,1.462,1.448,1.448,0.209,0.14,0.0,0.116,0.083,0.098,0.098,0.0,0.0,0.0,0.06,0.06,0.092,0.085,0.101,0.134,0.137,0.137,0.137,0.137,0.166,0.223,0.243,0.252,0.258,0.27,0.286,0.305,0.332,0.332,0.45,0.361,0.41,0.443,0.486,1.103,0.487,0.533,0.514,1.117,1.117,0.467,0.467,0.467,0.467,0.41,0.528,0.528,0.57,0.57,0.57,0.57,0.57,0.616,0.633,0.658,0.658,0.658,0.698,0.675,0.675,0.725,0.76,0.773,0.2,0.76,0.76,0.76,0.79,0.82,0.82,4.525,4.525,4.525,4.525,4.525,3.943,4.463,3.444,0.568,3.736,3.736,3.349,3.349,3.349,3.349,3.349,3.349,3.349,2.13,2.59,2.333,2.324,2.742,2.311,1.687,1.769,10.833
Point_113,8.931,1.357,1.425,1.425,1.425,1.367,1.408,1.408,1.408,1.408,1.408,1.407,1.407,1.427,1.427,1.423,1.443,1.443,1.443,1.345,1.345,1.345,1.364,1.362,1.51,1.51,1.345,1.539,1.539,1.539,1.655,1.655,1.655,1.539,1.515,1.619,1.586,1.427,1.586,1.586,1.586,1.343,1.343,1.586,1.586,1.586,1.644,1.274,1.684,1.05,1.05,1.003,1.003,0.998,0.998,0.998,1.017,1.017,1.048,1.048,1.057,1.057,1.073,1.15,1.181,1.195,1.605,1.667,1.823,1.698,2.63,2.63,1.702,1.678,1.744,1.937,1.491,1.513,1.499,1.499,1.486,1.473,1.469,1.469,1.439,1.462,4.397,1.431,1.38,0.709,0.709,0.709,0.757,1.612,1.677,1.677,1.104,1.655,2.734,1.521,1.521,1.462,1.448,1.448,0.209,0.14,0.0,0.116,0.083,0.098,0.098,0.0,0.0,0.0,0.06,0.06,0.092,0.085,0.101,0.134,0.137,0.137,0.137,0.137,0.166,0.223,0.243,0.252,0.258,0.27,0.286,0.305,0.332,0.332,0.45,0.361,0.41,0.443,0.486,1.103,0.487,0.533,0.514,1.117,1.117,0.467,0.467,0.467,0.467,0.41,0.528,0.528,0.57,0.57,0.57,0.57,0.57,0.616,0.633,0.658,0.658,0.658,0.698,0.675,0.675,0.725,0.76,0.773,0.2,0.76,0.76,0.76,0.79,0.82,0.82,4.525,4.525,4.525,4.525,4.525,3.943,4.463,3.444,0.568,3.736,3.736,3.349,3.349,3.349,3.349,3.349,3.349,3.349,2.13,2.59,2.333,2.324,2.742,2.311,1.687,1.769,10.833
Point_114,8.931,1.357,1.425,1.425,1.425,1.367,1.408,1.408,1.408,1.408,1.408,1.407,1.407,1.427,1.427,1.423,1.443,1.443,1.443,1.345,1.345,1.345,1.364,1.362,1.51,1.51,1.345,1.539,1.539,1.539,1.655,1.655,1.655,1.539,1.515,1.619,1.586,1.427,1.586,1.586,1.586,1.343,1.343,1.586,1.586,1.586,1.644,1.274,1.684,1.05,1.05,1.003,1.003,0.998,0.998,0.998,1.017,1.017,1.048,1.048,1.057,1.057,1.073,1.15,1.181,1.195,1.605,1.667,1.823,1.698,2.63,2.63,1.702,1.678,1.744,1.937,1.491,1.513,1.499,1.499,1.486,1.473,1.469,1.469,1.439,1.462,4.397,1.431,1.38,0.709,0.709,0.709,0.757,1.612,1.677,1.677,1.104,1.655,2.734,1.521,1.521,1.462,1.448,1.448,0.209,0.14,0.0,0.116,0.083,0.098,0.098,0.0,0.0,0.0,0.06,0.06,0.092,0.085,0.101,0.134,0.137,0.137,0.137,0.137,0.166,0.223,0.243,0.252,0.258,0.27,0.286,0.305,0.332,0.332,0.45,0.361,0.41,0.443,0.486,1.103,0.487,0.533,0.514,1.117,1.117,0.467,0.467,0.467,0.467,0.41,0.528,0.528,0.57,0.57,0.57,0.57,0.57,0.616,0.633,0.658,0.658,0.658,0.698,0.675,0.675,0.725,0.76,0.773,0.2,0.76,0.76,0.76,0.79,0.82,0.82,4.525,4.525,4.525,4.525,4.525,3.943,4.463,3.444,0.568,3.736,3.736,3.349,3.349,3.349,3.349,3.349,3.349,3.349,2.13,2.59,2.333,2.324,2.742,2.311,1.687,1.769,10.833
Point_115,8.869,1.355,1.424,1.424,1.424,1.365,1.407,1.407,1.407,1.407,1.407,1.406,1.406,1.426,1.426,1.422,1.442,1.442,1.442,1.344,1.344,1.344,1.363,1.361,1.448,1.448,1.344,1.477,1.477,1.477,1.593,1.593,1.593,1.477,1.453,1.558,1.525,1.366,1.525,1.525,1.525,1.281,1.281,1.525,1.525,1.525,1.582,1.213,1.623,0.989,0.989,0.942,0.942,0.937,0.937,0.937,0.955,0.955,0.986,0.986,0.995,0.995,1.011,1.089,1.119,1.134,1.542,1.605,1.76,1.635,2.567,2.567,1.639,1.615,1.682,1.874,1.429,1.45,1.436,1.436,1.424,1.41,1.406,1.406,1.376,1.399,4.335,1.368,1.317,0.708,0.708,0.708,0.756,1.611,1.676,1.676,1.103,1.653,2.673,1.52,1.52,1.461,1.446,1.446,0.208,0.138,1.202,0.115,0.082,0.096,0.096,1.202,1.202,1.202,0.0,0.0,0.03,0.024,0.039,0.073,0.076,0.076,0.076,0.076,0.104,0.161,0.182,0.19,0.197,0.208,0.225,0.243,0.271,0.271,0.388,0.3,0.348,0.381,0.424,1.041,0.425,0.471,0.452,1.056,1.056,0.406,0.406,0.406,0.406,0.348,0.466,0.466,0.508,0.508,0.508,0.508,0.508,0.555,0.572,0.597,0.597,0.597,0.636,0.613,0.613,0.664,0.698,0.712,0.138,0.698,0.698,0.698,0.729,0.758,0.758,4.462,4.462,4.462,4.462,4.462,3.88,4.4,3.381,0.505,3.673,3.673,3.286,3.286,3.286,3.286,3.286,3.286,3.286,2.067,2.528,2.271,2.261,2.68,2.248,1.624,1.706,10.772
Point_116,8.869,1.355,1.424,1.424,1.424,1.365,1.407,1.407,1.407,1.407,1.407,1.406,1.406,1.426,1.426,1.422,1.442,1.442,1.442,1.344,1.344,1.344,1.363,1.361,1.448,1.448,1.344,1.477,1.477,1.477,1.593,1.593,1.593,1.477,1.453,1.558,1.525,1.366,1.525,1.525,1.525,1.281,1.281,1.525,1.525,1.525,1.582,1.213,1.623,0.989,0.989,0.942,0.942,0.937,0.937,0.937,0.955,0.955,0.986,0.986,0.995,0.995,1.011,1.089,1.119,1.134,1.542,1.605,1.76,1.635,2.567,2.567,1.639,1.615,1.682,1.874,1.429,1.45,1.436,1.436,1.424,1.41,1.406,1.406,1.376,1.399,4.335,1.368,1.317,0.708,0.708,0.708,0.756,1.611,1.676,1.676,1.103,1.653,2.673,1.52,1.52,1.461,1.446,1.446,0.208,0.138,1.202,0.115,0.082,0.096,0.096,1.202,1.202,1.202,0.0,0.0,0.03,0.024,0.039,0.073,0.076,0.076,0.076,0.076,0.104,0.161,0.182,0.19,0.197,0.208,0.225,0.243,0.271,0.271,0.388,0.3,0.348,0.381,0.424,1.041,0.425,0.471,0.452,1.056,1.056,0.406,0.406,0.406,0.406,0.348,0.466,0.466,0.508,0.508,0.508,0.508,0.508,0.555,0.572,0.597,0.597,0.597,0.636,0.613,0.613,0.664,0.698,0.712,0.138,0.698,0.698,0.698,0.729,0.758,0.758,4.462,4.462,4.462,4.462,4.462,3.88,4.4,3.381,0.505,3.673,3.673,3.286,3.286,3.286,3.286,3.286,3.286,3.286,2.067,2.528,2.271,2.261,2.68,2.248,1.624,1.706,10.772
Point_117,9.085,2.079,2.148,2.148,2.148,2.089,2.131,2.131,2.131,2.131,2.131,2.13,2.13,2.15,2.15,2.146,2.166,2.166,2.166,1.476,1.476,1.476,1.495,1.493,1.418,1.418,1.476,1.447,1.447,1.447,1.563,1.563,1.563,1.447,1.423,1.527,1.494,1.335,1.494,1.494,1.494,1.251,1.251,1.494,1.494,1.494,1.552,1.182,1.592,0.958,0.958,0.911,0.911,0.906,0.906,0.906,0.925,0.925,0.956,0.956,0.964,0.964,0.981,1.058,1.089,1.103,2.131,2.194,2.349,2.224,3.156,3.156,2.229,2.205,2.271,2.09,1.681,1.666,1.653,1.653,1.64,1.626,1.622,1.622,1.592,1.615,4.924,1.584,1.534,1.565,1.565,1.565,1.49,2.335,2.41,2.41,1.827,2.377,2.642,2.244,2.244,2.185,2.17,2.17,1.179,1.109,1.171,1.085,1.053,1.067,1.067,1.171,1.171,1.171,0.969,0.969,0.0,1.055,0.009,0.042,0.045,0.045,0.045,0.045,0.074,0.13,0.151,0.16,0.166,0.178,0.194,0.213,0.24,0.24,0.358,0.269,0.318,0.351,0.394,1.01,0.395,0.44,0.422,1.025,1.025,0.375,0.375,0.375,0.375,0.318,0.435,0.435,0.478,0.478,0.478,0.478,0.478,0.524,0.541,0.566,0.566,0.566,0.605,0.583,0.583,0.633,0.668,0.681,0.958,0.668,0.668,0.668,0.698,0.728,0.728,5.051,5.051,5.051,5.051,5.051,4.469,4.989,3.97,1.094,4.263,4.263,3.875,3.875,3.875,3.875,3.875,3.875,3.875,2.656,2.401,2.487,2.477,2.668,2.464,1.84,1.922,10.741
Point_118,9.092,2.086,2.154,2.154,2.154,2.096,2.138,2.138,2.138,2.138,2.138,2.136,2.136,2.157,2.157,2.153,2.173,2.173,2.173,1.483,1.483,1.483,1.502,1.499,1.425,1.425,1.483,1.453,1.453,1.453,1.57,1.57,1.57,1.453,1.43,1.534,1.501,1.342,1.501,1.501,1.501,1.258,1.258,1.501,1.501,1.501,1.559,1.189,1.599,0.965,0.965,0.918,0.918,0.913,0.913,0.913,0.932,0.932,0.963,0.963,0.971,0.971,0.988,1.065,1.096,1.11,2.138,2.201,2.356,2.231,3.163,3.163,2.235,2.211,2.278,2.097,1.688,1.673,1.659,1.659,1.647,1.633,1.629,1.629,1.599,1.622,4.931,1.591,1.54,1.572,1.572,1.572,1.496,2.342,2.417,2.417,1.833,2.384,2.649,2.251,2.251,2.192,2.177,2.177,1.186,1.116,1.178,1.092,1.06,1.074,1.074,1.178,1.178,1.178,0.975,0.975,0.007,0.0,0.016,0.049,0.052,0.052,0.052,0.052,0.08,0.137,0.158,0.167,0.173,0.185,0.201,0.22,0.247,0.247,0.364,0.276,0.325,0.358,0.401,1.017,0.402,0.447,0.428,1.032,1.032,0.382,0.382,0.382,0.382,0.325,0.442,0.442,0.485,0.485,0.485,0.485,0.485,0.531,0.548,0.573,0.573,0.573,0.612,0.589,0.589,0.64,0.675,0.688,0.965,0.675,0.675,0.675,0.705,0.735,0.735,5.058,5.058,5.058,5.058,5.058,4.476,4.996,3.977,1.101,4.269,4.269,3.882,3.882,3.882,3.882,3.882,3.882,3.882,2.663,2.408,2.494,2.484,2.675,2.471,1.847,1.929,10.748
